sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;39;White;Married-civ-spouse;Bachelors;United-States;Private;Craft-repair;>50K
Female;21;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;40;Black;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;54;White;Married-civ-spouse;Masters;United-States;Local-gov;Adm-clerical;>50K
Male;32;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Iran;Federal-gov;Prof-specialty;<=50K
Female;29;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Other-service;<=50K
Male;27;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Protective-serv;>50K
Male;54;White;Never-married;Some-college;United-States;Private;Exec-managerial;>50K
Female;23;White;Divorced;HS-grad;United-States;Private;Priv-house-serv;<=50K
Male;38;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Female;54;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Male;21;Asian-Pac-Islander;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
Male;40;White;Never-married;Assoc-voc;United-States;Private;Prof-specialty;<=50K
Female;19;White;Never-married;10th;United-States;Private;Other-service;<=50K
Female;35;Black;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;<=50K
Female;39;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;41;White;Married-civ-spouse;12th;United-States;Private;Handlers-cleaners;>50K
Female;26;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;35;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
Male;70;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;45;White;Married-civ-spouse;10th;United-States;Private;Sales;<=50K
Male;83;White;Widowed;HS-grad;United-States;Private;Protective-serv;<=50K
Female;59;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
Male;18;Black;Never-married;9th;United-States;Private;Other-service;<=50K
Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;43;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
Female;24;White;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Male;33;White;Married-civ-spouse;Assoc-voc;United-States;Private;Machine-op-inspct;<=50K
Female;48;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
Male;27;White;Married-civ-spouse;Bachelors;Dominican-Republic;Private;Exec-managerial;<=50K
Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;25;White;Married-civ-spouse;HS-grad;Mexico;Private;Other-service;<=50K
Male;53;White;Divorced;HS-grad;United-States;Private;Transport-moving;>50K
Male;66;White;Married-civ-spouse;Prof-school;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Male;31;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Male;30;White;Married-spouse-absent;Bachelors;United-States;State-gov;Adm-clerical;<=50K
Male;22;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
Male;47;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Sales;>50K
Male;74;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
Male;37;Black;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;>50K
Male;35;White;Separated;Some-college;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;51;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;<=50K
Female;40;White;Separated;Some-college;United-States;Private;Other-service;<=50K
Male;51;White;Married-civ-spouse;Doctorate;United-States;Local-gov;Prof-specialty;>50K
Female;26;White;Married-civ-spouse;10th;United-States;Private;Handlers-cleaners;<=50K
Female;53;Black;Never-married;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
Male;32;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;Asian-Pac-Islander;Married-civ-spouse;Some-college;South;Self-emp-not-inc;Craft-repair;<=50K
Male;42;White;Separated;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;22;White;Never-married;Some-college;United-States;Private;Transport-moving;<=50K
Female;33;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;21;Black;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;46;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;>50K
Male;25;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Married-civ-spouse;5th-6th;Mexico;Private;Other-service;<=50K
Male;29;White;Never-married;Bachelors;United-States;Federal-gov;Prof-specialty;<=50K
Male;33;White;Divorced;Doctorate;United-States;Private;Sales;>50K
Male;50;White;Divorced;Assoc-acdm;United-States;Private;Craft-repair;<=50K
Female;22;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;40;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
Male;28;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;54;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;49;Black;Widowed;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;46;White;Widowed;11th;El-Salvador;Private;Other-service;<=50K
Male;71;White;Married-civ-spouse;10th;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;Some-college;United-States;Private;Farming-fishing;<=50K
Female;56;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;64;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Philippines;Private;Tech-support;>50K
Female;23;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Male;36;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Male;39;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
Male;26;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
Male;31;White;Married-civ-spouse;Assoc-acdm;United-States;Federal-gov;Tech-support;<=50K
Female;36;White;Divorced;Bachelors;United-States;Private;Adm-clerical;<=50K
Male;43;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Female;25;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;24;White;Never-married;12th;United-States;Private;Sales;<=50K
Male;50;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-not-inc;Protective-serv;<=50K
Male;30;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;24;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
Female;41;White;Divorced;Masters;United-States;Local-gov;Prof-specialty;>50K
Male;29;White;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
Male;31;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Female;54;White;Divorced;Some-college;Italy;Private;Exec-managerial;<=50K
Female;20;White;Married-civ-spouse;11th;United-States;Private;Sales;<=50K
Male;37;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;28;Black;Never-married;HS-grad;United-States;Local-gov;Other-service;<=50K
Female;39;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;>50K
Female;46;White;Never-married;Some-college;United-States;State-gov;Exec-managerial;<=50K
Female;35;White;Separated;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;36;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Sales;>50K
Male;44;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Male;34;White;Divorced;Bachelors;United-States;Self-emp-inc;Exec-managerial;<=50K
Male;28;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Sales;>50K
Male;38;White;Married-civ-spouse;Prof-school;United-States;Self-emp-inc;Prof-specialty;>50K
Male;35;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
Female;61;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;45;White;Divorced;Some-college;United-States;Private;Sales;<=50K
Male;36;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;34;Black;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;27;White;Married-civ-spouse;Assoc-voc;United-States;Private;Sales;<=50K
Male;22;White;Never-married;10th;United-States;Private;Craft-repair;<=50K
Female;26;White;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
Female;19;White;Never-married;11th;United-States;Private;Other-service;<=50K
Male;36;White;Divorced;HS-grad;United-States;Private;Farming-fishing;<=50K
Male;51;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
Male;63;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Male;51;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;20;White;Never-married;Some-college;United-States;State-gov;Adm-clerical;<=50K
Male;42;White;Married-civ-spouse;Assoc-voc;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Male;25;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Female;40;White;Divorced;Assoc-voc;United-States;Private;Adm-clerical;<=50K
Male;49;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Female;46;Black;Separated;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;32;White;Separated;HS-grad;United-States;Self-emp-not-inc;Sales;<=50K
Male;28;Black;Married-civ-spouse;Some-college;Mexico;Private;Handlers-cleaners;<=50K
Female;19;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;18;Black;Never-married;11th;United-States;Private;Adm-clerical;<=50K
Male;39;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Female;60;White;Divorced;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Female;46;White;Divorced;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Female;38;White;Married-civ-spouse;7th-8th;Canada;Private;Machine-op-inspct;>50K
Male;36;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
Male;45;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
Female;60;White;Divorced;Bachelors;United-States;State-gov;Prof-specialty;<=50K
Male;30;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
Female;22;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Male;23;White;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
Female;48;Black;Never-married;Some-college;United-States;State-gov;Prof-specialty;<=50K
Female;46;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Male;43;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Male;25;Other;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;50;White;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
Male;61;White;Divorced;HS-grad;United-States;Self-emp-inc;Sales;<=50K
Male;35;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Female;65;White;Divorced;Some-college;United-States;Local-gov;Exec-managerial;<=50K
Male;56;Asian-Pac-Islander;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Female;43;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Thailand;Self-emp-not-inc;Machine-op-inspct;<=50K
Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Female;22;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;40;White;Divorced;Some-college;United-States;Private;Machine-op-inspct;<=50K
Male;35;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
Male;20;White;Married-civ-spouse;9th;United-States;Private;Machine-op-inspct;<=50K
Male;46;White;Married-civ-spouse;12th;United-States;Local-gov;Other-service;>50K
Male;43;White;Separated;HS-grad;Mexico;Private;Transport-moving;<=50K
Male;39;Black;Married-civ-spouse;11th;United-States;Private;Other-service;<=50K
Female;34;White;Never-married;HS-grad;England;Private;Exec-managerial;<=50K
Female;35;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
Male;30;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;25;Black;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;44;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Female;35;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;43;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Adm-clerical;>50K
Female;32;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;7th-8th;United-States;Private;Craft-repair;<=50K
Female;20;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;29;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;38;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
Male;20;White;Never-married;10th;United-States;Private;Handlers-cleaners;<=50K
Female;41;Black;Never-married;HS-grad;United-States;Private;Sales;<=50K
Female;27;White;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
Male;37;White;Married-civ-spouse;9th;United-States;Private;Craft-repair;<=50K
Male;31;White;Divorced;10th;United-States;Private;Other-service;<=50K
Female;49;Asian-Pac-Islander;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
Female;33;Black;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Female;19;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;44;White;Married-civ-spouse;7th-8th;United-States;Private;Machine-op-inspct;<=50K
Male;31;White;Never-married;Some-college;United-States;Self-emp-inc;Exec-managerial;>50K
Female;62;White;Widowed;HS-grad;United-States;Private;Farming-fishing;<=50K
Male;65;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Exec-managerial;>50K
Male;17;White;Married-civ-spouse;9th;United-States;Private;Other-service;<=50K
Male;60;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
Male;31;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
Female;29;Black;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;53;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
Male;43;White;Married-civ-spouse;11th;United-States;Private;Sales;<=50K
Male;40;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Craft-repair;<=50K
Female;18;Black;Never-married;11th;United-States;Private;Sales;<=50K
Female;47;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
Male;38;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Prof-specialty;<=50K
Female;37;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Other-service;<=50K
Female;40;Amer-Indian-Eskimo;Separated;Some-college;United-States;Private;Sales;<=50K
Male;57;Black;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Prof-specialty;>50K
Female;43;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
Male;32;Other;Married-civ-spouse;Bachelors;Ecuador;Private;Prof-specialty;<=50K
Male;64;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
Female;18;White;Never-married;12th;United-States;Private;Sales;<=50K
Male;40;White;Never-married;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;<=50K
Male;23;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;45;Black;Divorced;Assoc-voc;United-States;Private;Adm-clerical;<=50K
Female;45;White;Divorced;Masters;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Male;27;White;Never-married;10th;Mexico;Private;Other-service;<=50K
Male;23;White;Married-spouse-absent;Some-college;United-States;Private;Handlers-cleaners;<=50K
Male;58;Asian-Pac-Islander;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;35;White;Divorced;HS-grad;United-States;Private;Tech-support;<=50K
Male;47;White;Divorced;Masters;United-States;Private;Prof-specialty;>50K
Male;33;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;<=50K
Male;27;Asian-Pac-Islander;Separated;Bachelors;Philippines;Private;Prof-specialty;>50K
Male;46;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Machine-op-inspct;>50K
Male;24;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;40;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Female;44;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;31;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Protective-serv;>50K
Male;37;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;>50K
Female;23;White;Separated;Assoc-voc;United-States;Private;Exec-managerial;<=50K
Male;30;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Sales;>50K
Male;31;Black;Married-civ-spouse;Some-college;United-States;Private;Other-service;<=50K
Male;32;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Male;27;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;35;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;Local-gov;Adm-clerical;<=50K
Male;27;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;33;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;34;White;Married-civ-spouse;Doctorate;United-States;Private;Prof-specialty;>50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Female;26;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
Male;39;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;37;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Exec-managerial;>50K
Female;51;White;Divorced;Some-college;United-States;Private;Exec-managerial;>50K
Male;40;White;Separated;Some-college;United-States;Private;Craft-repair;>50K
Male;53;Asian-Pac-Islander;Married-civ-spouse;7th-8th;Vietnam;Private;Craft-repair;<=50K
Male;58;Asian-Pac-Islander;Married-civ-spouse;Some-college;United-States;Federal-gov;Tech-support;>50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
Male;33;Other;Married-civ-spouse;HS-grad;Mexico;Private;Machine-op-inspct;<=50K
Male;57;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
Male;69;White;Married-civ-spouse;HS-grad;United-States;State-gov;Protective-serv;<=50K
Female;20;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;56;White;Widowed;HS-grad;Mexico;Private;Sales;<=50K
Male;49;White;Married-civ-spouse;5th-6th;United-States;Private;Craft-repair;<=50K
Male;34;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;70;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;44;White;Divorced;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;37;White;Never-married;Bachelors;United-States;Private;Prof-specialty;>50K
Male;58;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Female;42;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Female;28;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;47;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
Female;24;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;58;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Other-service;>50K
Female;18;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;50;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
Female;69;White;Widowed;Some-college;United-States;Private;Adm-clerical;<=50K
Male;84;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;47;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;19;White;Never-married;12th;United-States;Private;Handlers-cleaners;<=50K
Male;24;Black;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
Male;53;White;Divorced;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;58;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
Male;22;White;Never-married;Some-college;Mexico;Private;Handlers-cleaners;<=50K
Male;36;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Exec-managerial;<=50K
Female;34;White;Never-married;12th;United-States;Private;Adm-clerical;<=50K
Female;43;White;Widowed;1st-4th;Mexico;Private;Prof-specialty;<=50K
Male;37;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;43;White;Separated;Prof-school;Columbia;Private;Tech-support;>50K
Female;42;White;Married-civ-spouse;Some-college;United-States;Private;Tech-support;>50K
Male;21;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;49;White;Married-civ-spouse;HS-grad;Greece;Self-emp-not-inc;Sales;<=50K
Male;35;Black;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Female;49;White;Widowed;Some-college;United-States;Self-emp-not-inc;Craft-repair;<=50K
Male;28;Black;Never-married;Some-college;United-States;Private;Other-service;<=50K
Male;51;White;Married-civ-spouse;1st-4th;Mexico;Private;Craft-repair;<=50K
Male;19;White;Never-married;7th-8th;United-States;Private;Other-service;>50K
Male;56;White;Married-civ-spouse;9th;United-States;Private;Other-service;<=50K
Male;20;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;22;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;33;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
Male;22;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Female;68;White;Divorced;Some-college;United-States;Private;Priv-house-serv;<=50K
Female;56;White;Divorced;Bachelors;United-States;Local-gov;Exec-managerial;<=50K
Male;69;White;Married-civ-spouse;9th;United-States;Self-emp-not-inc;Adm-clerical;<=50K
Male;41;White;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
Female;33;Black;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;18;White;Never-married;11th;Mexico;Private;Sales;<=50K
Male;17;Black;Never-married;11th;Haiti;Private;Other-service;<=50K
Male;31;Black;Divorced;11th;United-States;Private;Handlers-cleaners;<=50K
Male;50;White;Married-civ-spouse;Some-college;United-States;Private;Tech-support;>50K
Female;62;White;Widowed;10th;United-States;Private;Handlers-cleaners;<=50K
Female;41;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;20;White;Never-married;HS-grad;United-States;Federal-gov;Other-service;<=50K
Male;23;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
Male;18;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;42;White;Married-civ-spouse;9th;Mexico;Private;Craft-repair;<=50K
Male;23;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;43;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;47;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Male;53;White;Married-civ-spouse;5th-6th;Mexico;Local-gov;Other-service;<=50K
Male;28;White;Never-married;10th;United-States;Private;Handlers-cleaners;<=50K
Male;28;White;Married-civ-spouse;Some-college;United-States;State-gov;Protective-serv;<=50K
Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;<=50K
Male;58;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;26;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;36;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;27;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
Male;39;White;Married-civ-spouse;Doctorate;United-States;Private;Exec-managerial;>50K
Male;25;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
Female;17;White;Never-married;11th;United-States;Private;Other-service;<=50K
Male;39;White;Divorced;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;52;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;24;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;26;White;Married-civ-spouse;Assoc-voc;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;32;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;>50K
Male;49;White;Married-civ-spouse;Masters;United-States;Local-gov;Protective-serv;>50K
Male;40;White;Married-civ-spouse;11th;United-States;Private;Farming-fishing;<=50K
Male;52;White;Divorced;Prof-school;United-States;Private;Exec-managerial;>50K
Male;33;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;19;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;37;White;Married-civ-spouse;Assoc-voc;Japan;Private;Prof-specialty;<=50K
Female;21;White;Never-married;Some-college;United-States;State-gov;Tech-support;<=50K
Male;33;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;28;White;Divorced;Assoc-acdm;United-States;Private;Prof-specialty;<=50K
Male;48;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;43;White;Separated;Bachelors;United-States;Private;Tech-support;<=50K
Male;32;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;28;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;47;Asian-Pac-Islander;Married-civ-spouse;Bachelors;South;Self-emp-not-inc;Prof-specialty;<=50K
Male;37;White;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;>50K
Male;26;Black;Separated;Some-college;United-States;Private;Sales;<=50K
Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Female;40;White;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
Male;31;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;39;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;>50K
Male;54;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Sales;>50K
Male;38;Asian-Pac-Islander;Married-civ-spouse;Some-college;Philippines;Private;Sales;<=50K
Male;53;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Female;27;White;Never-married;Assoc-acdm;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Male;42;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;62;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
Male;47;White;Married-civ-spouse;11th;United-States;Private;Adm-clerical;<=50K
Female;26;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;59;White;Divorced;Some-college;United-States;Private;Other-service;<=50K
Female;42;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;25;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Male;58;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
Female;30;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Female;21;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;61;White;Married-civ-spouse;HS-grad;United-States;Private;Protective-serv;<=50K
Male;33;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Handlers-cleaners;<=50K
