sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Federal-gov;Craft-repair;>50K
Male;29;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
Male;29;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;State-gov;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;<=50K
Male;29;White;Married-civ-spouse;7th-8th;United-States;Private;Farming-fishing;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
Female;29;Black;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Tech-support;>50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Protective-serv;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;Black;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Divorced;Some-college;United-States;Private;Tech-support;<=50K
Female;29;Black;Never-married;Assoc-voc;United-States;Private;Exec-managerial;<=50K
Female;29;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Sales;>50K
Female;29;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
Female;29;White;Married-civ-spouse;10th;United-States;Private;Farming-fishing;<=50K
Male;29;White;Never-married;Assoc-acdm;United-States;Private;Exec-managerial;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Other-service;<=50K
Female;29;White;Divorced;Prof-school;United-States;Private;Prof-specialty;<=50K
Female;29;Black;Separated;HS-grad;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
Male;29;Other;Never-married;HS-grad;Ecuador;Private;Machine-op-inspct;<=50K
Female;29;White;Divorced;Some-college;United-States;Private;Other-service;<=50K
Male;29;White;Never-married;Prof-school;United-States;Private;Prof-specialty;<=50K
Female;29;Black;Divorced;9th;United-States;Private;Machine-op-inspct;<=50K
Female;29;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;>50K
Female;29;Black;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
Male;29;Black;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;29;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;Mexico;Private;Adm-clerical;<=50K
Male;29;White;Never-married;HS-grad;Guatemala;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;Puerto-Rico;Private;Machine-op-inspct;<=50K
Female;29;White;Never-married;Bachelors;Poland;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
Female;29;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;29;White;Never-married;Assoc-voc;United-States;Private;Priv-house-serv;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;29;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;29;White;Separated;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Female;29;White;Never-married;Some-college;United-States;State-gov;Other-service;<=50K
Female;29;Black;Never-married;Assoc-acdm;United-States;Self-emp-inc;Prof-specialty;<=50K
Female;29;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
Female;29;White;Never-married;Some-college;Japan;Private;Adm-clerical;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Other-service;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;HS-grad;Germany;Private;Exec-managerial;<=50K
Female;29;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
Female;29;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Transport-moving;<=50K
Male;29;Black;Married-civ-spouse;HS-grad;United-States;Local-gov;Transport-moving;<=50K
Female;29;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
Male;29;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Handlers-cleaners;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Divorced;Some-college;United-States;State-gov;Adm-clerical;<=50K
Male;29;Asian-Pac-Islander;Never-married;Some-college;South;Self-emp-not-inc;Exec-managerial;<=50K
Male;29;White;Never-married;Assoc-acdm;United-States;Self-emp-not-inc;Other-service;<=50K
Male;29;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
Female;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Transport-moving;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Federal-gov;Tech-support;>50K
Male;29;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
Male;29;White;Never-married;Some-college;United-States;Private;Farming-fishing;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Female;29;Black;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
Female;29;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Exec-managerial;<=50K
Male;29;White;Married-civ-spouse;10th;United-States;Private;Craft-repair;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Local-gov;Protective-serv;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Exec-managerial;>50K
Male;29;Black;Never-married;Assoc-acdm;United-States;State-gov;Prof-specialty;>50K
Female;29;Other;Divorced;HS-grad;United-States;Federal-gov;Exec-managerial;<=50K
Female;29;White;Married-civ-spouse;7th-8th;Mexico;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Male;29;White;Never-married;Assoc-voc;United-States;Private;Tech-support;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;>50K
Female;29;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;>50K
Male;29;Black;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
Female;29;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Female;29;White;Married-civ-spouse;HS-grad;Scotland;Private;Machine-op-inspct;<=50K
Female;29;Black;Divorced;10th;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;Black;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;29;Black;Never-married;Masters;United-States;Private;Exec-managerial;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Handlers-cleaners;<=50K
Female;29;White;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
Female;29;Black;Married-spouse-absent;12th;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;29;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Protective-serv;<=50K
Male;29;Black;Married-spouse-absent;HS-grad;United-States;Private;Tech-support;<=50K
Female;29;Other;Divorced;Bachelors;United-States;Private;Other-service;<=50K
Male;29;White;Never-married;10th;Mexico;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
Female;29;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Local-gov;Transport-moving;<=50K
Male;29;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Craft-repair;>50K
Male;29;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;29;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
Male;29;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;29;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Male;29;White;Divorced;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;>50K
Female;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Doctorate;United-States;Self-emp-inc;Prof-specialty;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
Male;29;Asian-Pac-Islander;Never-married;HS-grad;Philippines;Private;Protective-serv;<=50K
Male;29;Asian-Pac-Islander;Married-civ-spouse;Masters;Japan;Private;Exec-managerial;<=50K
Male;29;White;Never-married;Bachelors;United-States;Local-gov;Handlers-cleaners;<=50K
Male;29;White;Never-married;Some-college;United-States;Private;Transport-moving;<=50K
Male;29;Black;Married-civ-spouse;Bachelors;United-States;Local-gov;Exec-managerial;>50K
Female;29;Black;Never-married;HS-grad;United-States;Private;Sales;<=50K
Male;29;White;Divorced;Some-college;United-States;Self-emp-not-inc;Machine-op-inspct;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;>50K
Male;29;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Never-married;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;<=50K
Female;29;White;Married-civ-spouse;7th-8th;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Tech-support;<=50K
Female;29;White;Never-married;HS-grad;United-States;Local-gov;Other-service;<=50K
Male;29;Asian-Pac-Islander;Married-spouse-absent;HS-grad;India;Self-emp-not-inc;Transport-moving;>50K
Female;29;Asian-Pac-Islander;Never-married;Bachelors;Taiwan;Private;Adm-clerical;<=50K
Male;29;White;Never-married;Some-college;United-States;Local-gov;Farming-fishing;<=50K
Female;29;White;Married-civ-spouse;HS-grad;Cuba;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Sales;>50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Tech-support;>50K
Male;29;White;Never-married;Prof-school;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;Peru;Private;Protective-serv;<=50K
Female;29;White;Never-married;Bachelors;United-States;Federal-gov;Prof-specialty;<=50K
Male;29;White;Divorced;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Female;29;Other;Married-civ-spouse;Assoc-acdm;United-States;Private;Sales;>50K
Male;29;White;Never-married;Some-college;United-States;State-gov;Protective-serv;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;29;White;Divorced;Assoc-voc;United-States;Local-gov;Protective-serv;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Craft-repair;<=50K
Female;29;White;Divorced;Assoc-acdm;United-States;Local-gov;Other-service;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Female;29;White;Married-civ-spouse;Assoc-voc;Nicaragua;Local-gov;Tech-support;>50K
Male;29;Black;Never-married;Bachelors;United-States;Private;Sales;<=50K
Female;29;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;>50K
Female;29;Asian-Pac-Islander;Never-married;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
Male;29;Black;Never-married;Bachelors;United-States;Federal-gov;Prof-specialty;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Male;29;White;Never-married;Assoc-voc;United-States;Private;Exec-managerial;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;29;White;Never-married;Bachelors;Canada;Private;Adm-clerical;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Farming-fishing;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Male;29;White;Never-married;11th;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;State-gov;Protective-serv;>50K
Female;29;White;Divorced;11th;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Adm-clerical;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Sales;<=50K
Female;29;White;Separated;Some-college;Guatemala;Private;Priv-house-serv;<=50K
Male;29;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
Male;29;Other;Never-married;Assoc-voc;United-States;Private;Machine-op-inspct;<=50K
Female;29;White;Never-married;Assoc-acdm;United-States;Private;Prof-specialty;>50K
Female;29;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Self-emp-not-inc;Farming-fishing;<=50K
Male;29;White;Never-married;12th;United-States;Private;Tech-support;<=50K
Male;29;White;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
Male;29;White;Never-married;Assoc-acdm;United-States;Local-gov;Adm-clerical;<=50K
Male;29;White;Never-married;12th;England;Private;Exec-managerial;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
Male;29;White;Never-married;10th;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Exec-managerial;>50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;Black;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Male;29;White;Never-married;12th;Dominican-Republic;Private;Handlers-cleaners;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Prof-specialty;>50K
Female;29;Black;Never-married;Some-college;Jamaica;Private;Other-service;<=50K
Male;29;Black;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Exec-managerial;>50K
Male;29;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Protective-serv;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
Female;29;Black;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Masters;Germany;Private;Exec-managerial;<=50K
Female;29;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Vietnam;Private;Adm-clerical;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;29;Black;Never-married;Assoc-voc;United-States;Private;Sales;<=50K
Female;29;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Female;29;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Female;29;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
Female;29;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Male;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Female;29;White;Never-married;Prof-school;United-States;Federal-gov;Prof-specialty;<=50K
Female;29;White;Divorced;Bachelors;United-States;Self-emp-inc;Prof-specialty;<=50K
Female;29;White;Married-spouse-absent;HS-grad;France;Private;Other-service;<=50K
Female;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;29;Asian-Pac-Islander;Married-civ-spouse;Assoc-voc;Laos;Private;Craft-repair;<=50K
Female;29;White;Never-married;Bachelors;United-States;Private;Exec-managerial;>50K
Male;29;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Prof-specialty;<=50K
Male;29;Black;Never-married;Some-college;Outlying-US(Guam-USVI-etc);Private;Sales;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Female;29;White;Never-married;Masters;United-States;Private;Exec-managerial;<=50K
Male;29;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Divorced;Some-college;United-States;Private;Craft-repair;>50K
Female;29;White;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
Female;29;White;Divorced;Assoc-voc;Columbia;Private;Other-service;<=50K
Female;29;White;Divorced;Some-college;United-States;Private;Prof-specialty;<=50K
Male;29;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;29;White;Never-married;HS-grad;United-States;Local-gov;Protective-serv;<=50K
Female;29;Other;Married-spouse-absent;HS-grad;Columbia;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;<=50K
Female;29;White;Never-married;HS-grad;United-States;Local-gov;Transport-moving;<=50K
Male;29;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
Female;29;White;Divorced;Assoc-voc;United-States;Private;Adm-clerical;<=50K
Male;29;Asian-Pac-Islander;Never-married;Bachelors;Philippines;Private;Prof-specialty;>50K
Male;29;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
Female;29;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;29;White;Divorced;Assoc-voc;United-States;State-gov;Adm-clerical;<=50K
Female;29;White;Never-married;5th-6th;El-Salvador;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;9th;Mexico;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;State-gov;Craft-repair;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Female;29;White;Divorced;Some-college;United-States;Private;Exec-managerial;<=50K
Male;29;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Masters;United-States;State-gov;Prof-specialty;<=50K
Female;29;Black;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Female;29;White;Never-married;Bachelors;United-States;Federal-gov;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;<=50K
Female;29;White;Never-married;9th;United-States;Private;Sales;<=50K
Male;29;White;Married-AF-spouse;Assoc-voc;United-States;Private;Farming-fishing;>50K
Male;29;White;Married-civ-spouse;Assoc-voc;United-States;Private;Handlers-cleaners;<=50K
Male;29;Other;Never-married;HS-grad;Dominican-Republic;Private;Transport-moving;<=50K
Female;29;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
Female;29;White;Never-married;Some-college;United-States;Local-gov;Other-service;<=50K
Male;29;Black;Divorced;Some-college;United-States;State-gov;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
Female;29;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
Female;29;White;Divorced;Assoc-voc;United-States;Private;Exec-managerial;<=50K
Female;29;White;Never-married;5th-6th;El-Salvador;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Craft-repair;>50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;5th-6th;Mexico;Private;Farming-fishing;<=50K
Male;29;White;Never-married;Some-college;United-States;State-gov;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Transport-moving;<=50K
Female;29;White;Never-married;Some-college;United-States;Federal-gov;Other-service;>50K
Male;29;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Sales;<=50K
Male;29;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
Female;29;Asian-Pac-Islander;Never-married;Masters;Taiwan;State-gov;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
Female;29;White;Married-spouse-absent;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Craft-repair;<=50K
Male;29;White;Never-married;Bachelors;United-States;Private;Other-service;<=50K
Male;29;Asian-Pac-Islander;Never-married;HS-grad;Thailand;State-gov;Other-service;<=50K
Male;29;White;Never-married;Assoc-acdm;Mexico;Private;Sales;<=50K
Male;29;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Male;29;White;Married-civ-spouse;Bachelors;France;Private;Exec-managerial;>50K
Female;29;White;Separated;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;9th;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;29;Other;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
Female;29;White;Separated;HS-grad;United-States;Private;Sales;<=50K
Female;29;Black;Never-married;Some-college;United-States;Federal-gov;Adm-clerical;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
Female;29;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
Female;29;Black;Never-married;10th;United-States;State-gov;Other-service;<=50K
Male;29;White;Divorced;Prof-school;United-States;Self-emp-not-inc;Prof-specialty;>50K
Female;29;White;Married-civ-spouse;Masters;United-States;State-gov;Prof-specialty;>50K
Female;29;Black;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
Female;29;Black;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
Female;29;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
Male;29;Black;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
Female;29;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
Male;29;White;Never-married;Assoc-voc;United-States;Local-gov;Protective-serv;>50K
Male;29;White;Married-civ-spouse;10th;United-States;Self-emp-not-inc;Craft-repair;>50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Exec-managerial;>50K
Male;29;Black;Separated;Some-college;United-States;Private;Handlers-cleaners;<=50K
Male;29;White;Married-AF-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
Male;29;Black;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
Male;29;Black;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Never-married;Prof-school;Germany;Private;Prof-specialty;>50K
Female;29;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
Male;29;White;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
Female;29;Black;Never-married;HS-grad;United-States;Private;Other-service;<=50K
Male;29;White;Married-civ-spouse;Some-college;United-States;Without-pay;Farming-fishing;<=50K
Male;29;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
Female;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Other-service;<=50K
Male;29;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Exec-managerial;<=50K
Female;29;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;>50K
Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
Male;29;White;Divorced;HS-grad;United-States;Private;Handlers-cleaners;<=50K
Female;29;White;Separated;11th;United-States;Private;Sales;<=50K
